0.00000,1.38487,0.00000,2.43723,0.00000,0.00000,2.92760,0.00000,3.34580,2.75319,2.74638,0.00000,1.79304,0.00000,0.00000,0.00000,0.00000,2.76329,2.69654,0.00000,4.48893,0.00000,2.21479,0.00000,2.55562,0.00000,0.00000,3.84510,0.00000,0.00000,0.00000,0.00000,0.00000,1.04912,0.00000,1.89622,0.00000,3.33209,0.00000,1.28505,2.73281,2.44280,0.00000,0.00000,0.10000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,3.02259,0.00000,0.00000,0.00000,0.00000,0.00000,2.12685,0.00000,0.00000,2.76791,0.00000,0.00000,1.16660,0.00000,0.00000,0.00000,2.65385,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.05769,0.00000,0.00000,4.25056,1.21516,3.42717,0.00000,0.00000,0.00000,0.00000,2.84571,2.56524,0.00000,3.03867,0.00000,0.00000,0.00000,0.00000,0.00000,1.79999,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,2.91022,3.12894,0.00000,0.00000,2.65351,0.00000,0.00000,2.62557,0.00000,0.00000,0.00000,2.25191,2.61824,0.00000,1.35913,0.00000,0.00000,1.40562,3.73792,0.00000,4.16891,0.00000,2.80171,0.00000,0.00000,0.00000,0.00000,0.00000,2.78084,0.00000,0.00000,1.88944,0.00000,0.00000,1.01919,2.47003,0.00000,1.37745,1.35755,0.00000,0.00000,3.80505,0.00000,0.00000,3.21207,0.00000,0.00000,0.00000,0.00000
0.00000,2.98885,3.42648,0.00000,2.30232,0.00000,0.00000,2.79480,3.65002,0.00000,0.00000,1.47440,0.00000,1.58349,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.39468,3.64354,3.01366,0.00000,0.10000,2.30216,0.00000,2.05174,2.48238,0.00000,0.00000,0.00000,0.00000,2.91845,0.00000,2.06472,0.00000,2.12967,0.00000,2.78650,0.00000,2.41822,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.59400,0.00000
0.00000,0.00000,1.26839,0.00000,2.46259,0.00000,0.00000,3.43944,0.00000,0.00000,2.11524,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.60142,3.25674,0.00000,3.14561,0.00000,2.38046,0.00000,2.55684,0.00000,0.00000,0.00000,2.93717,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.61361,0.00000,0.10000,0.10000,0.00000,0.00000,0.00000,0.00000,2.73287,1.36516,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,2.64080,2.49933,2.91123,0.00000,3.67798,2.32672,2.50317,0.00000,2.68854,0.00000,0.00000,0.00000,0.00000,1.81035,3.28604,0.00000,0.00000,3.32994,0.00000,0.00000,1.93154,0.00000,1.09550,4.11220,0.00000,0.00000,0.00000,2.85794,2.46203,0.00000,3.90997,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.27678,0.00000,0.00000,2.57017,0.00000,0.00000,3.25090,0.00000
2.41337,0.00000,3.53746,0.00000,0.00000,0.00000,0.00000,2.87934,0.00000,0.00000,2.14060,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.23439,0.00000,3.23681,0.00000,1.50227,0.00000,2.72479,0.00000,0.00000,0.00000,0.00000,0.00000,2.42000,2.33499,2.06963,1.01572,2.17067,0.00000,0.00000,3.31323,0.00000,1.05929,1.70582,0.00000,0.00000,2.90323,0.00000,0.00000,1.72733,0.00000,2.56380,0.00000,0.00000
0.10000,0.00000,2.17422,0.00000,2.54500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.07297,0.00000,0.00000,2.22686,0.00000,1.63483,1.46918,3.91662,0.00000,1.26975,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.36715,1.96152,0.00000,0.00000,0.00000,2.98914,0.00000,2.38937,0.00000,0.00000,0.00000,3.67455,0.00000,0.00000,3.53705,0.00000,2.01995,0.00000,0.00000
3.43753,0.00000,0.00000,0.00000,0.00000,1.15200,0.00000,0.00000,0.00000,0.00000,0.00000,3.15465,2.60154,2.31293,0.00000,0.00000,0.00000,2.21512,3.62878,0.00000,4.62628,0.00000,3.67517,0.00000,0.00000,0.00000,0.00000,0.00000,2.76429,2.18849,0.00000,1.17516,0.00000,2.10186,0.00000,1.05323,3.45247,0.00000,0.00000,0.00000,2.35473,2.28590,0.00000,0.00000,1.44432,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,2.38410,0.00000,1.54069,0.00000,0.00000,2.30050,0.00000,0.00000,2.86636,0.00000,2.58025,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.30406,0.00000,0.00000,0.00000,1.70899,2.45856,4.00554,0.00000,0.00000,0.00000,2.84830,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.79942,0.00000,0.00000,0.00000,3.09732,3.76469,0.00000,0.00000,0.00000,0.00000
0.00000,2.77939,0.00000,2.44066,0.00000,0.00000,1.54221,2.82362,2.53725,2.47333,0.00000,2.18190,2.41995,0.00000,0.00000,0.00000,0.00000,0.10000,0.00000,3.47813,2.80334,0.00000,2.58412,3.56460,0.00000,3.41462,0.00000,3.04464,0.00000,0.00000,0.00000,0.00000,2.47499,1.86027,0.00000,0.00000,0.00000,2.13392,0.00000,0.00000,2.86748,0.00000,0.00000,0.00000,2.71912,0.00000,0.00000,0.00000,2.62628,0.00000
2.55046,3.00876,0.00000,0.10000,1.80417,2.37986,2.68988,2.67245,1.07465,0.00000,2.19603,0.00000,2.34634,1.51385,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3.70675,0.00000,0.00000,1.28920,0.00000,0.00000,3.24231,0.00000,0.00000,0.00000,0.00000,2.47417,0.00000,0.00000,2.36631,3.27696,0.00000,0.00000,0.00000,2.85431,2.41555,0.00000,1.88519,3.11081,0.00000,0.00000,0.00000,0.00000,2.63957
3.47207,0.00000,2.59323,0.00000,0.00000,3.69849,0.00000,0.00000,3.67859,0.00000,2.86673,0.00000,0.00000,0.00000,2.01909,0.00000,0.00000,0.00000,3.21496,3.16834,4.23275,2.56299,3.33962,1.70009,0.00000,0.00000,0.00000,0.00000,0.00000,1.10002,0.00000,2.29878,2.09557,0.00000,0.00000,0.00000,2.41833,0.00000,3.78774,2.64985,0.00000,0.00000,2.83822,0.00000,0.00000,2.71756,0.00000,0.00000,0.00000,0.00000
